country,activity,attackdate,victim,group
US,Technology,2025-02-13 00:00:00.000000,vadatech.com,qilin
US,Construction,2025-01-13 21:51:21.454021,Nash Brothers Construction,bianlian
US,Manufacturing,2025-02-13 14:16:15.136272,Nippon Steel USA,bianlian
US,Financial Services,2025-02-13 14:15:02.621520,"Financial Services of America, Inc.",bianlian
US,Financial Services,2025-02-13 14:13:51.649690,Layfield & Borel CPA's L.L.C,bianlian
US,Business Services,2025-02-13 14:12:35.803054,"Dain, Torpy, Le Ray, Wiest & Garner, P.C.",bianlian
US,Financial Services,2025-02-13 13:28:50.394516,Dan Eckman CPA,akira
TW,Technology,2025-02-12 00:00:00.000000,Elite Advanced LaserCorporation,akira
NZ,Healthcare,2025-02-12 23:52:01.303619,Obex Medical,killsec
US,Healthcare,2025-02-12 17:32:46.000000,Cache Valley ENT,medusa
US,Transportation/Logistics,2025-02-12 17:33:09.000000,JP Express,medusa
US,Public Sector,2025-02-12 17:33:59.000000,Central District Health Department,medusa
CO,Manufacturing,2025-02-12 21:43:45.525807,morrisgroup.co,clop
,Education,2025-02-05 00:00:00.000000,stjerome.org,safepay
US,Construction,2025-02-12 19:17:45.606226,Therma Seal Insulation Systems,ciphbit
,Technology,2025-02-12 17:18:51.898454,Squeezer-software,fog
CZ,Technology,2025-02-12 17:18:24.757490,Spacemanic,fog
IT,Not Found,2025-02-12 17:17:59.759389,INGV,fog
US,Technology,2025-02-12 00:00:00.000000,"Gitlabs: INGV, Spacemanic, Squeezer-software",fog
,Healthcare,2025-02-12 00:00:00.000000,Quality Home Health Care,qilin
BY,Not Found,2025-02-12 15:22:27.563039,avtovelomoto.by,funksec
US,Construction,2025-02-12 12:03:16.000000,alderconstruction.com,ransomhub
US,"Real Estate is not on the provided list, so the answer would be ""Not Found"".",2025-02-12 12:05:01.000000,steveallcorn.remax.com,ransomhub
US,Construction,2025-02-12 12:06:00.000000,bergconst.com,ransomhub
US,Business Services,2025-02-12 12:07:28.000000,burdickpainting.com,ransomhub
US,Manufacturing,2025-02-12 12:08:26.000000,columbiacabinets.com,ransomhub
SE,Business Services,2025-02-12 12:09:32.000000,ekvallbyrne.com,ransomhub
US,Construction,2025-02-12 12:10:51.000000,krmcustomhomes.com,ransomhub
US,Financial Services,2025-02-12 12:12:11.000000,laderalending.com,ransomhub
US,Construction,2025-02-12 12:13:02.000000,minnesotaexteriors.com,ransomhub
CA,Energy,2025-02-12 12:13:47.000000,rogerspetro.com,ransomhub
US,Consumer Services,2025-02-12 12:14:31.000000,sundanceliving.com,ransomhub
US,Hospitality and Tourism,2025-02-12 12:15:09.000000,thejdkgroup.com,ransomhub
TW,Telecommunication,2025-02-12 12:15:49.000000,twncomm.com,ransomhub
ZM,Public Sector,2025-02-12 00:00:00.000000,E*******s.gov.zm,flocker
ES,Agriculture and Food Production,2025-02-12 00:00:00.000000,Vicky Foods,akira
DE,Manufacturing,2025-02-12 00:00:00.000000,Hess (hess-gmbh.de),fog
,Not Found,2024-12-07 00:00:00.000000,TJKM,qilin
MA,Not Found,2025-02-03 17:47:09.000000,askgs.ma,ransomhub
US,Education,2025-02-12 08:28:48.000000,slchc.edu,ransomhub
ZA,Public Sector,2025-02-12 08:29:36.000000,weathersa.co.za,ransomhub
US,Not Found,2025-01-14 00:00:00.000000,"Erie Management Group, LLC",qilin
CA,Technology,2025-01-21 00:00:00.000000,curtisint.com,cactus
US,Not Found,2025-02-12 07:33:49.869000,britannicahome.com,cactus
US,Not Found,2025-01-29 00:00:00.000000,uniquehd.com,cactus
,Not Found,2025-02-12 00:00:00.000000,tomsmithindustries.com,qilin
AU,Healthcare,2025-01-24 16:24:13.490026,Heartcentre,dragonforce
US,Manufacturing,2025-01-27 17:43:41.261386,North American Spares,dragonforce
NO,Not Found,2025-02-04 04:45:22.730091,Accelerator,dragonforce
US,Business Services,2025-02-04 10:10:52.241938,O&S Associates,dragonforce
,Healthcare,2025-02-12 02:18:38.901334,Leading Edge Specialized Dentistry,rhysida
,Transportation/Logistics,2025-02-12 02:18:32.601832,Hammond Trucking & Excavation,rhysida
US,Transportation/Logistics,2025-02-12 02:16:10.819359,"BH Aircraft Company, Inc.",rhysida
US,Healthcare,2025-02-12 02:15:01.920730,My New Jersey Dentist,rhysida
US,Business Services,2025-02-12 02:13:53.042458,Town Counsel Law & Litigation,rhysida
,Manufacturing,2025-02-06 23:26:43.000000,MICRO MANUFACTRING,medusalocker
AU,Transportation/Logistics,2025-01-22 00:00:00.000000,The Brown & Hurley Group,lynx
RO,Energy,2024-12-05 00:00:00.000000,Societatea Energetica Electrica S.A.,lynx
US,Manufacturing,2025-01-31 00:00:00.000000,Tie Down Engineering,play
US,Transportation/Logistics,2025-01-31 00:00:00.000000,Monroe Transportation Services Inc,play
US,Manufacturing,2025-01-31 00:00:00.000000,Kensington Glass Arts,play
US,Business Services,2025-01-31 00:00:00.000000,EAC Consulting,play
US,Hospitality and Tourism,2025-01-31 00:00:00.000000,Baltimore Country Club,play
US,Consumer Services,2025-02-11 23:02:22.099583,Jildor Shoes,play
US,Technology,2025-02-11 23:00:45.419700,Mainline Information Systems,play
SE,Business Services,2024-12-24 00:00:00.000000,Fastighetsservice AB,play
FR,Not Found,2025-02-11 20:41:28.000000,CESI,termite
US,Manufacturing,2025-01-31 00:00:00.000000,Shinn Fu Company of America,play
US,Construction,2025-01-13 00:00:00.000000,ROCK SOLID Stabilization & Reclamation,play
US,Manufacturing,2025-01-17 00:00:00.000000,Cold Storage Manufacturing,play
US,Manufacturing,2025-01-29 00:00:00.000000,Neaton Auto Products Manufacturing,play
CL,Education,2025-02-11 00:00:00.000000,Saint George's College (saintgeorge.cl),fog
US,Education,2025-02-11 00:00:00.000000,Aurora Public Schools (aurorak12.org),fog
AU,Agriculture and Food Production,2025-02-11 13:27:42.000000,Natures Organics,medusa
GB,Consumer Services,2025-02-11 13:28:24.000000,Paignton Zoo,medusa
US,Not Found,2025-02-11 13:28:58.000000,SRP Companies,medusa
US,Agriculture and Food Production,2024-07-16 13:27:12.000000,Braum's,medusa
IT,Not Found,2025-02-11 15:46:50.975055,lacold.com,clop
AU,Education,2025-02-11 00:00:00.000000,The University of Notre Dame Australia (nd.edu.au),fog
US,Financial Services,2023-11-30 13:34:55.542519,Wakefield & Associates,akira
US,Financial Services,2025-02-11 00:00:00.000000,Prime Trust Financial,akira
DE,Not Found,2025-02-01 00:00:00.000000,sehma.com,threeam
CA,Telecommunication,2021-09-09 23:46:57.767787,Rogers,hunters
IT,Not Found,2025-02-11 07:35:35.500409,I.B.G SPA,sarcoma
US,Transportation/Logistics,2025-02-11 06:16:53.272166,ldi-trucking-inc,sarcoma
DE,Not Found,2025-02-11 06:16:49.944337,Wisper Reimer Ingenieure GmbH,sarcoma
TW,Technology,2025-02-11 06:16:46.476251,Unimicron,sarcoma
IN,Business Services,2025-02-11 05:36:17.430931,Logix Corporate Solutions,killsec
US,Technology,2025-02-11 04:53:10.943782,sole technology,monti
MX,Not Found,2024-02-21 10:00:00.000000,TMC,killsec
US,Business Services,2025-02-10 21:37:47.000000,primesourcestaffing.com,ransomhub
US,Education,2025-02-04 11:54:47.404000,The Children's Center Of Hamden,incransom
US,Manufacturing,2025-02-10 14:21:06.000000,komline.com,ransomhub
US,Energy,2025-02-10 14:24:02.000000,bazcooil.com,ransomhub
,Not Found,2025-02-10 14:27:42.000000,sdfab.com,ransomhub
US,Education,2025-02-10 14:37:55.000000,kaplanstahler.com,ransomhub
,Manufacturing,2025-02-04 16:55:18.000000,www.jsp.com,ransomhub
,Not Found,2025-02-10 20:10:14.778951,ekonom.com,clop
AT,Telecommunication,2025-02-10 20:09:47.479223,editel.eu,clop
IE,Transportation/Logistics,2025-02-10 20:09:18.372744,derrytransport.com,clop
US,Manufacturing,2025-02-10 20:08:49.308975,dana-co.com,clop
,Not Found,2025-02-10 20:08:16.964826,designdesigninc.com,clop
FI,Technology,2025-02-10 20:07:45.871959,daatagroup.com,clop
US,Consumer Services,2025-02-10 20:07:15.715652,dunnriteproducts.com,clop
RU,Technology,2025-02-10 20:06:43.814070,d2go.io,clop
US,Consumer Services,2025-02-10 20:06:15.028361,dynastyfootwear.com,clop
US,Technology,2025-02-10 20:05:45.061693,dxc.com,clop
CA,Manufacturing,2025-02-10 20:05:10.054530,dundasjafine.com,clop
CA,Not Found,2025-02-10 20:04:41.852587,drexel.ca,clop
US,Transportation/Logistics,2025-02-10 20:04:14.509812,donlen.com,clop
IN,Technology,2025-02-10 20:03:43.391238,dlfna.com,clop
,Technology,2025-02-04 17:38:26.283617,directex.net,clop
US,Agriculture and Food Production,2025-02-10 20:03:04.629728,diazfoods.com,clop
IT,Technology,2025-02-10 20:02:35.813684,detecno.com,clop
US,Consumer Services,2025-02-10 20:02:03.695364,deltaenterprise.com,clop
US,Consumer Services,2025-02-10 20:01:32.006190,deltachildren.com,clop
US,Not Found,2025-02-10 20:00:59.735228,decrescente.com,clop
,Not Found,2025-02-10 20:00:29.110788,dbetances.com,clop
US,Technology,2025-02-10 19:59:58.096011,datapakservices.com,clop
CA,Consumer Services,2025-02-10 19:59:29.017375,coglans.com,clop
,Not Found,2025-02-10 19:58:56.920675,cycle.local,clop
US,Technology,2025-02-10 19:58:28.233025,cassinfo.com,clop
,Not Found,2025-02-10 19:57:57.792319,claw.local,clop
,Not Found,2025-02-10 19:57:27.855916,cgdc.cottong.local,clop
US,Education,2025-02-10 19:56:56.726419,cps.k12.il.us,clop
US,Manufacturing,2025-02-10 19:56:28.005803,conbraco.com,clop
US,Manufacturing,2025-02-10 19:55:59.248103,clearon.com,clop
US,Manufacturing,2025-02-10 19:55:29.494384,crestmills.com,clop
DE,Manufacturing,2025-02-10 19:55:00.892997,cranebsu.com,clop
US,Technology,2025-02-10 19:54:32.347810,covectra.com,clop
FR,Technology,2025-02-10 19:54:02.778968,connexion-informatique.fr,clop
US,Healthcare,2025-02-10 19:53:32.323114,compasshealthbrands.com,clop
US,Consumer Services,2025-02-10 19:53:03.503018,collectionxiix.com,clop
CA,Consumer Services,2025-02-10 19:52:32.836332,coghlans.com,clop
US,Technology,2025-02-10 19:52:04.757977,codagami.com,clop
GB,Transportation/Logistics,2025-02-10 19:51:34.005749,cmcoldstores.com,clop
US,Consumer Services,2025-02-10 19:51:05.479247,classicaccessories.com,clop
CA,Consumer Services,2025-02-10 19:50:36.774524,cinema1.ca,clop
US,Not Found,2025-02-10 19:50:08.472258,cherokeedistributing.com,clop
US,Manufacturing,2025-02-10 19:49:39.078671,chemstarcorp.com,clop
,Transportation/Logistics,2025-02-10 19:49:09.356921,challenger.com,clop
PR,Business Services,2025-02-10 19:48:40.852987,cesarcastillo.com,clop
US,Agriculture and Food Production,2025-02-10 19:48:11.140079,cedarsfoods.com,clop
US,Consumer Services,2025-02-10 19:47:41.075176,cathayhome.com,clop
US,Transportation/Logistics,2025-02-10 19:47:11.591394,catchuplogistics.com,clop
US,Consumer Services,2025-02-10 19:46:43.406910,castlewoodapparel.com,clop
US,Consumer Services,2025-02-10 19:46:14.456033,carlsondistributing.com,clop
,Not Found,2025-02-10 18:59:44.087181,Enfin,killsec
US,Construction,2025-01-07 13:42:02.424383,D-7 Roofing,bianlian
US,Business Services,2025-02-10 18:51:38.480142,Recievership Specialists,bianlian
PH,Financial Services,2025-01-24 00:00:00.000000,abcapital.com.ph,lockbit3
US,Business Services,2025-02-10 00:00:00.000000,Allen & Pinnix,akira
HK,Not Found,2025-02-10 00:00:00.000000,The Pawn,akira
DE,Manufacturing,2025-02-10 16:14:03.526713,Polstermöbel Oelsa GmbH,sarcoma
CA,Hospitality and Tourism,2025-02-03 08:08:59.000000,Grail Springs Retreat,medusa
US,Healthcare,2025-02-05 10:40:04.000000,Rural Health Services,medusa
GB,Financial Services,2025-02-07 11:45:44.000000,Adler Shine LLP,medusa
US,Healthcare,2025-02-07 11:47:50.000000,SimonMed Imaging,medusa
DE,Transportation/Logistics,2025-02-08 20:39:15.000000,PAD Aviation Technics GmbH,medusa
US,Consumer Services,2025-02-10 13:41:05.000000,Serenity Salon & Spa,medusa
CA,Consumer Services,2025-02-10 13:41:45.000000,Michael’s Hair Body Mind,medusa
US,Consumer Services,2025-02-10 13:42:15.000000,Greenwich Medical Spa,medusa
US,Energy,2023-05-22 01:02:03.456789,Atlas Commodities,lynx
,Financial Services,2025-02-10 15:30:12.409485,Capital Cell Global (CCG),killsec
IN,Education,2025-02-10 15:28:31.136600,ASRAM Medical College and Hospita,killsec
CA,Agriculture and Food Production,2025-02-10 15:23:23.447152,CAPITALFINEMEATS.COM,clop
US,Not Found,2025-02-10 15:21:49.759737,CALIFORNIARAINLA.COM,clop
US,Transportation/Logistics,2025-02-10 15:20:13.088943,CAINEWAREHOUSING.COM,clop
MX,Not Found,2025-02-10 15:18:40.341427,BARCOMADE.COM,clop
GR,Transportation/Logistics,2025-02-10 15:17:05.692196,BEINOGLOU.GR,clop
,Transportation/Logistics,2025-02-10 15:15:30.758379,BIAGIBROS.COM,clop
HK,Technology,2025-02-10 15:13:51.810470,BSIEDI.COM,clop
,Not Found,2025-02-10 15:12:07.938056,BOZICKDIST.COM,clop
US,Consumer Services,2025-02-10 15:10:33.159916,BOWANDARROWPET.COM,clop
US,Consumer Services,2025-02-10 15:08:58.257700,BOSSCHAIR.COM,clop
,Not Found,2025-02-10 15:07:21.844285,BESTBRANDSINC.COM,clop
,Financial Services,2025-02-10 15:05:48.531606,BERKSHIREINC.COM,clop
US,Consumer Services,2025-02-10 15:04:05.837007,BENSONMILLS.COM,clop
DE,Not Found,2025-02-10 15:02:32.398254,BENBECKER.EU,clop
,Not Found,2025-02-10 15:00:57.316046,BAYSIDENH.COM,clop
US,Transportation/Logistics,2025-02-10 14:59:21.971539,BARRETTDISTRIBUTION.COM,clop
US,Consumer Services,2025-02-10 14:57:49.398078,BACKYARDDISCOVERY.COM,clop
US,Business Services,2025-02-10 14:56:37.521537,ALEGACY.COM,clop
CA,Not Found,2025-02-10 14:55:00.935089,AURORAIMPORTING.COM,clop
NL,Business Services,2025-02-10 14:53:29.291525,ARLAN.NL,clop
US,Not Found,2025-02-10 14:51:56.463765,ARKIEJIGS.COM,clop
,Not Found,2025-02-10 14:50:22.817382,APOLLOCORP.COM,clop
US,Technology,2025-02-10 14:48:48.297715,AOL.COM AJ MISSERT INC,clop
US,Consumer Services,2025-02-10 14:47:35.489845,ANNABELLECANDY.COM,clop
US,Not Found,2025-02-10 14:46:02.149535,ANDROSNA.COM,clop
US,Transportation/Logistics,2025-02-10 14:44:30.179738,ANDREWSDISTRIBUTING.COM,clop
US,Healthcare,2025-02-10 14:42:48.398365,AMSINO.COM,clop
US,Manufacturing,2025-02-10 14:41:11.122870,AMERICANLIGHTING.COM,clop
US,Not Found,2025-02-10 14:39:37.234533,ALPADVANTAGE.COM,clop
US,Agriculture and Food Production,2025-02-10 14:38:04.747023,ALLTECH.COM,clop
CA,Not Found,2025-02-10 14:36:31.306344,ALLIANCEMERCANTILE.COM,clop
FR,Manufacturing,2025-02-10 14:35:18.395063,AIRLIQUIDE.COM,clop
,Manufacturing,2025-02-10 14:33:43.170458,AGILITYAUTOPARTS.COM,clop
CA,Technology,2025-02-10 14:32:09.459053,AFFINITYCANADA.COM,clop
US,Technology,2025-02-10 14:30:38.195926,ACTIAN.COM,clop
US,Not Found,2025-02-10 14:29:05.664876,ACPIDEAS.COM,clop
ES,Public Sector,2025-02-10 14:27:33.437448,ACCEM.COM,clop
,Not Found,2025-02-10 14:25:56.066387,ABCOPRODUCTS.COM,clop
US,Transportation/Logistics,2025-02-10 14:24:20.541913,3PLSOFTWARE.COM,clop
US,Consumer Services,2025-02-10 13:42:46.000000,Brockway Hair Design,medusa
US,Agriculture and Food Production,2025-02-10 13:43:12.000000,True World Foods,medusa
CA,Education,2025-02-10 13:49:59.000000,MEDES College,medusa
CA,Consumer Services,2025-02-03 08:08:18.000000,Glow Medi Spa,medusa
SG,Technology,2025-02-10 14:11:41.141900,3FINITY.NET,clop
US,Manufacturing,2025-02-10 14:10:07.536265,1888MILLS.COM,clop
US,Technology,2025-02-10 14:08:34.671482,CXTSOFTWARE.COM,clop
US,Not Found,2025-02-10 14:07:01.518481,UNIEKINC.COM,clop
CA,Consumer Services,2025-02-10 14:05:15.603605,STORKCRAFT.COM,clop
,Not Found,2025-02-10 14:03:16.609326,COMPANY's_PART1,clop
US,Hospitality and Tourism,2025-02-10 00:00:00.000000,Old National Events Plaza,akira
GB,Not Found,2025-02-09 15:58:19.166000,Marshall Motor Holdings,lynx
AU,Education,2025-02-10 12:17:50.198015,Albright Institute,killsec
US,Not Found,2025-02-10 12:16:15.891330,WhoHire,killsec
ES,Manufacturing,2025-02-10 06:45:02.704532,Upstate Glass Tempering,sarcoma
US,Consumer Services,2025-02-10 06:44:57.988176,Saied Music,sarcoma
,Consumer Services,2025-02-09 19:05:59.140443,Kitty cookies,kraken
US,Technology,2024-04-24 00:00:00.000000,www.cisco.com,kraken
PL,Technology,2025-02-09 19:03:39.521861,www.cdprojekt.com,kraken
US,Business Services,2024-11-28 00:00:00.000000,www.mgl.law,kraken
US,Hospitality and Tourism,2025-02-09 19:00:37.462761,www.fudpucker.com,kraken
US,Telecommunication,2025-01-09 00:00:00.000000,ctntelco.com,kraken
JP,Technology,2025-02-09 18:45:19.984359,iRidge Inc.,fog
IN,Technology,2025-02-09 18:44:55.789051,Maxvy Technologies Pvt,fog
RO,Education,2025-02-09 18:44:31.589826,Universitatea Politehnica din Bucuresti,fog
US,Education,2025-02-09 09:29:04.000000,Hpisd.org,ransomhub
US,Education,2025-02-09 09:33:26.000000,wwcsd.net,ransomhub
IL,Public Sector,2025-02-09 08:01:25.000000,Israel Police,handala
,,2025-02-09 00:00:00.000000,"Gitlabs: Universitatea Politehnica din Bucuresti, Maxvy Technologies Pvt, iRidge Inc.",fog
,Not Found,2024-12-05 00:00:00.000000,Spectrum Solutions,qilin
US,Education,2025-02-08 00:00:00.000000,Substitute Teacher Service,cicada3301
TW,Not Found,2025-02-08 00:00:00.000000,R******e.tw,flocker
JP,Manufacturing,2025-02-08 10:09:23.000000,SAKAI SOUKEN Co.,hunters
,Not Found,2025-02-08 00:00:00.000000,G*********7.com,flocker
,Not Found,2025-02-08 00:00:00.000000,M****s.info,flocker
BY,Not Found,2025-02-08 01:08:42.738501,cmr24.by,stormous
BE,Technology,2025-02-08 00:22:35.685033,phidac.be,funksec
DE,Technology,2025-02-07 23:45:53.754576,3SS,fog
NO,Technology,2025-02-07 23:45:49.203437,Fligno,fog
SE,Education,2025-02-07 23:45:25.006616,Chalmers tekniska högskola,fog
CA,Agriculture and Food Production,2025-02-07 21:42:21.787811,herbalcanadaonline.com,funksec
,Not Found,2025-02-07 00:00:00.000000,"Gitlabs: Chalmers tekniska högskola, Fligno, 3SS",fog
US,Technology,2025-02-06 17:39:58.000000,teamues.com,ransomhub
US,Education,2025-02-07 13:41:06.069998,iaaglobal.org,funksec
,Agriculture and Food Production,2025-02-07 00:00:00.000000,Tropical Foods Company Inc,akira
US,Education,2025-02-07 11:42:08.000000,sautech.edu,ransomhub
RO,Not Found,2025-02-07 12:23:42.227078,autogedal.ro,funksec
,Not Found,2025-01-31 00:00:00.000000,nldappraisals.com,qilin
CA,Financial Services,2025-02-05 00:00:00.000000,renmarkfinancial.com,qilin
DK,Education,2025-01-18 00:00:00.000000,harcoboe.net,safepay
US,Not Found,2025-01-22 00:00:00.000000,lowernazareth.com,safepay
CA,Consumer Services,2025-01-27 00:00:00.000000,northernresponse.com,cactus
US,Agriculture and Food Production,2025-01-28 00:00:00.000000,savoiesfoods.com,cactus
US,Business Services,2025-02-06 17:24:17.000000,zsattorneys.com,ransomhub
NL,Technology,2025-01-22 00:00:00.000000,NG-BLU Networks,akira
US,Not Found,2025-02-06 00:00:00.000000,Presence From Innovation (PFI),akira
US,Energy,2025-01-29 12:51:26.094000,Lexington Electric,lynx
US,Manufacturing,2025-02-06 12:33:46.000000,Robertshaw,hunters
JP,Not Found,2025-02-04 00:00:00.000000,HARADA,qilin
,Not Found,2024-12-31 00:00:00.000000,SmithDunn&Co,spacebears
IT,Not Found,2025-02-06 07:59:30.381197,DIEM,fog
BR,Technology,2025-02-06 07:59:06.021408,Top Systems,fog
PK,Not Found,2025-02-06 07:58:41.712875,eConceptions,fog
,Technology,2025-02-06 00:00:00.000000,"Gitlabs: eConceptions, Top Systems, DIEM",fog
US,Business Services,2024-12-29 00:00:00.000000,McCORMICK TAYLOR,qilin
US,Manufacturing,2025-01-25 00:00:00.000000,www.iecsolutions.com,safepay
US,Consumer Services,2025-02-05 21:28:52.641171,corehandf.com,threeam
,Not Found,2025-02-05 20:42:00.007128,Dash Business,bianlian
AU,Financial Services,2025-02-05 20:41:22.706281,Hall Chadwick,bianlian
US,Business Services,2025-02-05 20:40:46.934433,NESCTC Security Services,bianlian
KR,Manufacturing,2025-02-05 17:42:39.112000,Shinsung Delta Tech,lynx
US,Agriculture and Food Production,2025-02-05 17:52:14.589000,Banfi Vintners,lynx
US,Healthcare,2025-02-05 15:46:04.000000,annegrady.org,ransomhub
US,Manufacturing,2025-02-05 00:00:00.000000,rablighting.com,qilin
FR,Energy,2025-02-05 15:31:35.116641,boostheat.com,apt73
IL,Education,2025-02-05 13:42:36.715473,rattelacademy.com,funksec
MY,Not Found,2025-02-05 13:40:07.631300,cara.com.my,funksec
US,Manufacturing,2025-01-21 00:00:00.000000,Mid-State Machine & Fabricating Corp,play
,Technology,2025-01-31 00:00:00.000000,Toshapp.com,flocker
